,C,epsilon,kernel,degree,coef,accuracy
1033,0.1,0.1,sigmoid,3,1,0.6632653061224489
1034,0.1,0.1,sigmoid,3,2,0.6632653061224489
1035,0.1,0.1,sigmoid,3,3,0.6632653061224489
1036,0.1,0.1,sigmoid,4,0,0.6632653061224489
1037,0.1,0.1,sigmoid,4,1,0.6632653061224489
1038,0.1,0.1,sigmoid,4,2,0.6632653061224489
1039,0.1,0.1,sigmoid,4,3,0.6632653061224489
1040,0.1,0.5,linear,0,0,0.7346938775510204
1041,0.1,0.5,linear,0,1,0.7346938775510204
1042,0.1,0.5,linear,0,2,0.7346938775510204
1043,0.1,0.5,linear,0,3,0.7346938775510204
1044,0.1,0.5,linear,1,0,0.7346938775510204
1045,0.1,0.5,linear,1,1,0.7346938775510204
1046,0.1,0.5,linear,1,2,0.7346938775510204
1047,0.1,0.5,linear,1,3,0.7346938775510204
1048,0.1,0.5,linear,2,0,0.7346938775510204
1049,0.1,0.5,linear,2,1,0.7346938775510204
1050,0.1,0.5,linear,2,2,0.7346938775510204
1051,0.1,0.5,linear,2,3,0.7346938775510204
1052,0.1,0.5,linear,3,0,0.7346938775510204
1053,0.1,0.5,linear,3,1,0.7346938775510204
1054,0.1,0.5,linear,3,2,0.7346938775510204
1055,0.1,0.5,linear,3,3,0.7346938775510204
1056,0.1,0.5,linear,4,0,0.7346938775510204
1057,0.1,0.5,linear,4,1,0.7346938775510204
1058,0.1,0.5,linear,4,2,0.7346938775510204
1059,0.1,0.5,linear,4,3,0.7346938775510204
1060,0.1,0.5,poly,0,0,0.6632653061224489
1061,0.1,0.5,poly,0,1,0.6632653061224489
1062,0.1,0.5,poly,0,2,0.6632653061224489
1063,0.1,0.5,poly,0,3,0.6632653061224489
1064,0.1,0.5,poly,1,0,0.7244897959183674
1065,0.1,0.5,poly,1,1,0.7244897959183674
1066,0.1,0.5,poly,1,2,0.7244897959183674
1067,0.1,0.5,poly,1,3,0.7244897959183674
1068,0.1,0.5,poly,2,0,0.7244897959183674
1069,0.1,0.5,poly,2,1,0.7448979591836735
1070,0.1,0.5,poly,2,2,0.7857142857142857
1071,0.1,0.5,poly,2,3,0.7857142857142857
1072,0.1,0.5,poly,3,0,0.7346938775510204
1073,0.1,0.5,poly,3,1,0.7959183673469388
1074,0.1,0.5,poly,3,2,0.7959183673469388
1075,0.1,0.5,poly,3,3,0.7959183673469388
1076,0.1,0.5,poly,4,0,0.7244897959183674
1077,0.1,0.5,poly,4,1,0.7857142857142857
1078,0.1,0.5,poly,4,2,0.7959183673469388
1079,0.1,0.5,poly,4,3,0.826530612244898
1080,0.1,0.5,rbf,0,0,0.7244897959183674
1081,0.1,0.5,rbf,0,1,0.7244897959183674
1082,0.1,0.5,rbf,0,2,0.7244897959183674
1083,0.1,0.5,rbf,0,3,0.7244897959183674
1084,0.1,0.5,rbf,1,0,0.7244897959183674
1085,0.1,0.5,rbf,1,1,0.7244897959183674
1086,0.1,0.5,rbf,1,2,0.7244897959183674
1087,0.1,0.5,rbf,1,3,0.7244897959183674
1088,0.1,0.5,rbf,2,0,0.7244897959183674
1089,0.1,0.5,rbf,2,1,0.7244897959183674
1090,0.1,0.5,rbf,2,2,0.7244897959183674
1091,0.1,0.5,rbf,2,3,0.7244897959183674
1092,0.1,0.5,rbf,3,0,0.7244897959183674
1093,0.1,0.5,rbf,3,1,0.7244897959183674
1094,0.1,0.5,rbf,3,2,0.7244897959183674
1095,0.1,0.5,rbf,3,3,0.7244897959183674
1096,0.1,0.5,rbf,4,0,0.7244897959183674
1097,0.1,0.5,rbf,4,1,0.7244897959183674
1098,0.1,0.5,rbf,4,2,0.7244897959183674
1099,0.1,0.5,rbf,4,3,0.7244897959183674
1100,0.1,0.5,sigmoid,0,0,0.6632653061224489
1101,0.1,0.5,sigmoid,0,1,0.6632653061224489
1102,0.1,0.5,sigmoid,0,2,0.6632653061224489
1103,0.1,0.5,sigmoid,0,3,0.6632653061224489
1104,0.1,0.5,sigmoid,1,0,0.6632653061224489
1105,0.1,0.5,sigmoid,1,1,0.6632653061224489
1106,0.1,0.5,sigmoid,1,2,0.6632653061224489
1107,0.1,0.5,sigmoid,1,3,0.6632653061224489
1108,0.1,0.5,sigmoid,2,0,0.6632653061224489
1109,0.1,0.5,sigmoid,2,1,0.6632653061224489
1110,0.1,0.5,sigmoid,2,2,0.6632653061224489
1111,0.1,0.5,sigmoid,2,3,0.6632653061224489
1112,0.1,0.5,sigmoid,3,0,0.6632653061224489
1113,0.1,0.5,sigmoid,3,1,0.6632653061224489
1114,0.1,0.5,sigmoid,3,2,0.6632653061224489
1115,0.1,0.5,sigmoid,3,3,0.6632653061224489
1116,0.1,0.5,sigmoid,4,0,0.6632653061224489
1117,0.1,0.5,sigmoid,4,1,0.6632653061224489
1118,0.1,0.5,sigmoid,4,2,0.6632653061224489
1119,0.1,0.5,sigmoid,4,3,0.6632653061224489
1120,0.1,1.0,linear,0,0,0.7244897959183674
1121,0.1,1.0,linear,0,1,0.7244897959183674
1122,0.1,1.0,linear,0,2,0.7244897959183674
1123,0.1,1.0,linear,0,3,0.7244897959183674
1124,0.1,1.0,linear,1,0,0.7244897959183674
1125,0.1,1.0,linear,1,1,0.7244897959183674
1126,0.1,1.0,linear,1,2,0.7244897959183674
1127,0.1,1.0,linear,1,3,0.7244897959183674
1128,0.1,1.0,linear,2,0,0.7244897959183674
1129,0.1,1.0,linear,2,1,0.7244897959183674
1130,0.1,1.0,linear,2,2,0.7244897959183674
1131,0.1,1.0,linear,2,3,0.7244897959183674
1132,0.1,1.0,linear,3,0,0.7244897959183674
1133,0.1,1.0,linear,3,1,0.7244897959183674
1134,0.1,1.0,linear,3,2,0.7244897959183674
1135,0.1,1.0,linear,3,3,0.7244897959183674
1136,0.1,1.0,linear,4,0,0.7244897959183674
1137,0.1,1.0,linear,4,1,0.7244897959183674
1138,0.1,1.0,linear,4,2,0.7244897959183674
1139,0.1,1.0,linear,4,3,0.7244897959183674
1140,0.1,1.0,poly,0,0,0.030612244897959183
1141,0.1,1.0,poly,0,1,0.030612244897959183
1142,0.1,1.0,poly,0,2,0.030612244897959183
1143,0.1,1.0,poly,0,3,0.030612244897959183
1144,0.1,1.0,poly,1,0,0.7142857142857143
1145,0.1,1.0,poly,1,1,0.7142857142857143
1146,0.1,1.0,poly,1,2,0.7142857142857143
1147,0.1,1.0,poly,1,3,0.7142857142857143
1148,0.1,1.0,poly,2,0,0.7040816326530612
1149,0.1,1.0,poly,2,1,0.7244897959183674
1150,0.1,1.0,poly,2,2,0.7244897959183674
1151,0.1,1.0,poly,2,3,0.7142857142857143
1152,0.1,1.0,poly,3,0,0.6938775510204082
1153,0.1,1.0,poly,3,1,0.7346938775510204
1154,0.1,1.0,poly,3,2,0.7346938775510204
1155,0.1,1.0,poly,3,3,0.7448979591836735
1156,0.1,1.0,poly,4,0,0.7142857142857143
1157,0.1,1.0,poly,4,1,0.7346938775510204
1158,0.1,1.0,poly,4,2,0.7755102040816326
1159,0.1,1.0,poly,4,3,0.8163265306122449
1160,0.1,1.0,rbf,0,0,0.673469387755102
1161,0.1,1.0,rbf,0,1,0.673469387755102
1162,0.1,1.0,rbf,0,2,0.673469387755102
1163,0.1,1.0,rbf,0,3,0.673469387755102
1164,0.1,1.0,rbf,1,0,0.673469387755102
1165,0.1,1.0,rbf,1,1,0.673469387755102
1166,0.1,1.0,rbf,1,2,0.673469387755102
1167,0.1,1.0,rbf,1,3,0.673469387755102
1168,0.1,1.0,rbf,2,0,0.673469387755102
1169,0.1,1.0,rbf,2,1,0.673469387755102
1170,0.1,1.0,rbf,2,2,0.673469387755102
1171,0.1,1.0,rbf,2,3,0.673469387755102
1172,0.1,1.0,rbf,3,0,0.673469387755102
1173,0.1,1.0,rbf,3,1,0.673469387755102
1174,0.1,1.0,rbf,3,2,0.673469387755102
1175,0.1,1.0,rbf,3,3,0.673469387755102
1176,0.1,1.0,rbf,4,0,0.673469387755102
1177,0.1,1.0,rbf,4,1,0.673469387755102
1178,0.1,1.0,rbf,4,2,0.673469387755102
1179,0.1,1.0,rbf,4,3,0.673469387755102
1180,0.1,1.0,sigmoid,0,0,0.030612244897959183
1181,0.1,1.0,sigmoid,0,1,0.030612244897959183
1182,0.1,1.0,sigmoid,0,2,0.030612244897959183
1183,0.1,1.0,sigmoid,0,3,0.030612244897959183
1184,0.1,1.0,sigmoid,1,0,0.030612244897959183
1185,0.1,1.0,sigmoid,1,1,0.030612244897959183
1186,0.1,1.0,sigmoid,1,2,0.030612244897959183
1187,0.1,1.0,sigmoid,1,3,0.030612244897959183
1188,0.1,1.0,sigmoid,2,0,0.030612244897959183
1189,0.1,1.0,sigmoid,2,1,0.030612244897959183
1190,0.1,1.0,sigmoid,2,2,0.030612244897959183
1191,0.1,1.0,sigmoid,2,3,0.030612244897959183
1192,0.1,1.0,sigmoid,3,0,0.030612244897959183
1193,0.1,1.0,sigmoid,3,1,0.030612244897959183
1194,0.1,1.0,sigmoid,3,2,0.030612244897959183
1195,0.1,1.0,sigmoid,3,3,0.030612244897959183
1196,0.1,1.0,sigmoid,4,0,0.030612244897959183
1197,0.1,1.0,sigmoid,4,1,0.030612244897959183
1198,0.1,1.0,sigmoid,4,2,0.030612244897959183
1199,0.1,1.0,sigmoid,4,3,0.030612244897959183
1200,0.5,0.01,linear,0,0,0.7244897959183674
1201,0.5,0.01,linear,0,1,0.7244897959183674
1202,0.5,0.01,linear,0,2,0.7244897959183674
1203,0.5,0.01,linear,0,3,0.7244897959183674
1204,0.5,0.01,linear,1,0,0.7244897959183674
1205,0.5,0.01,linear,1,1,0.7244897959183674
1206,0.5,0.01,linear,1,2,0.7244897959183674
1207,0.5,0.01,linear,1,3,0.7244897959183674
1208,0.5,0.01,linear,2,0,0.7244897959183674
1209,0.5,0.01,linear,2,1,0.7244897959183674
1210,0.5,0.01,linear,2,2,0.7244897959183674
1211,0.5,0.01,linear,2,3,0.7244897959183674
1212,0.5,0.01,linear,3,0,0.7244897959183674
1213,0.5,0.01,linear,3,1,0.7244897959183674
1214,0.5,0.01,linear,3,2,0.7244897959183674
1215,0.5,0.01,linear,3,3,0.7244897959183674
1216,0.5,0.01,linear,4,0,0.7244897959183674
1217,0.5,0.01,linear,4,1,0.7244897959183674
1218,0.5,0.01,linear,4,2,0.7244897959183674
1219,0.5,0.01,linear,4,3,0.7244897959183674
1220,0.5,0.01,poly,0,0,0.6632653061224489
1221,0.5,0.01,poly,0,1,0.6632653061224489
1222,0.5,0.01,poly,0,2,0.6632653061224489
1223,0.5,0.01,poly,0,3,0.6632653061224489
1224,0.5,0.01,poly,1,0,0.7346938775510204
1225,0.5,0.01,poly,1,1,0.7346938775510204
1226,0.5,0.01,poly,1,2,0.7346938775510204
1227,0.5,0.01,poly,1,3,0.7346938775510204
1228,0.5,0.01,poly,2,0,0.7653061224489796
1229,0.5,0.01,poly,2,1,0.7755102040816326
1230,0.5,0.01,poly,2,2,0.7755102040816326
1231,0.5,0.01,poly,2,3,0.7755102040816326
1232,0.5,0.01,poly,3,0,0.7551020408163265
1233,0.5,0.01,poly,3,1,0.7959183673469388
1234,0.5,0.01,poly,3,2,0.8163265306122449
1235,0.5,0.01,poly,3,3,0.8061224489795918
1236,0.5,0.01,poly,4,0,0.7551020408163265
1237,0.5,0.01,poly,4,1,0.7857142857142857
1238,0.5,0.01,poly,4,2,0.8163265306122449
1239,0.5,0.01,poly,4,3,0.8367346938775511
1240,0.5,0.01,rbf,0,0,0.7755102040816326
1241,0.5,0.01,rbf,0,1,0.7755102040816326
1242,0.5,0.01,rbf,0,2,0.7755102040816326
1243,0.5,0.01,rbf,0,3,0.7755102040816326
1244,0.5,0.01,rbf,1,0,0.7755102040816326
1245,0.5,0.01,rbf,1,1,0.7755102040816326
1246,0.5,0.01,rbf,1,2,0.7755102040816326
1247,0.5,0.01,rbf,1,3,0.7755102040816326
1248,0.5,0.01,rbf,2,0,0.7755102040816326
1249,0.5,0.01,rbf,2,1,0.7755102040816326
1250,0.5,0.01,rbf,2,2,0.7755102040816326
1251,0.5,0.01,rbf,2,3,0.7755102040816326
1252,0.5,0.01,rbf,3,0,0.7755102040816326
1253,0.5,0.01,rbf,3,1,0.7755102040816326
1254,0.5,0.01,rbf,3,2,0.7755102040816326
1255,0.5,0.01,rbf,3,3,0.7755102040816326
1256,0.5,0.01,rbf,4,0,0.7755102040816326
1257,0.5,0.01,rbf,4,1,0.7755102040816326
1258,0.5,0.01,rbf,4,2,0.7755102040816326
1259,0.5,0.01,rbf,4,3,0.7755102040816326
1260,0.5,0.01,sigmoid,0,0,0.6632653061224489
1261,0.5,0.01,sigmoid,0,1,0.6632653061224489
1262,0.5,0.01,sigmoid,0,2,0.6632653061224489
1263,0.5,0.01,sigmoid,0,3,0.6632653061224489
1264,0.5,0.01,sigmoid,1,0,0.6632653061224489
1265,0.5,0.01,sigmoid,1,1,0.6632653061224489
1266,0.5,0.01,sigmoid,1,2,0.6632653061224489
1267,0.5,0.01,sigmoid,1,3,0.6632653061224489
1268,0.5,0.01,sigmoid,2,0,0.6632653061224489
1269,0.5,0.01,sigmoid,2,1,0.6632653061224489
1270,0.5,0.01,sigmoid,2,2,0.6632653061224489
1271,0.5,0.01,sigmoid,2,3,0.6632653061224489
1272,0.5,0.01,sigmoid,3,0,0.6632653061224489
1273,0.5,0.01,sigmoid,3,1,0.6632653061224489
1274,0.5,0.01,sigmoid,3,2,0.6632653061224489
1275,0.5,0.01,sigmoid,3,3,0.6632653061224489
1276,0.5,0.01,sigmoid,4,0,0.6632653061224489
1277,0.5,0.01,sigmoid,4,1,0.6632653061224489
1278,0.5,0.01,sigmoid,4,2,0.6632653061224489
1279,0.5,0.01,sigmoid,4,3,0.6632653061224489
1280,0.5,0.05,linear,0,0,0.7244897959183674
1281,0.5,0.05,linear,0,1,0.7244897959183674
1282,0.5,0.05,linear,0,2,0.7244897959183674
1283,0.5,0.05,linear,0,3,0.7244897959183674
1284,0.5,0.05,linear,1,0,0.7244897959183674
1285,0.5,0.05,linear,1,1,0.7244897959183674
1286,0.5,0.05,linear,1,2,0.7244897959183674
1287,0.5,0.05,linear,1,3,0.7244897959183674
1288,0.5,0.05,linear,2,0,0.7244897959183674
1289,0.5,0.05,linear,2,1,0.7244897959183674
1290,0.5,0.05,linear,2,2,0.7244897959183674
1291,0.5,0.05,linear,2,3,0.7244897959183674
1292,0.5,0.05,linear,3,0,0.7244897959183674
1293,0.5,0.05,linear,3,1,0.7244897959183674
1294,0.5,0.05,linear,3,2,0.7244897959183674
1295,0.5,0.05,linear,3,3,0.7244897959183674
1296,0.5,0.05,linear,4,0,0.7244897959183674
1297,0.5,0.05,linear,4,1,0.7244897959183674
1298,0.5,0.05,linear,4,2,0.7244897959183674
1299,0.5,0.05,linear,4,3,0.7244897959183674
1300,0.5,0.05,poly,0,0,0.6632653061224489
1301,0.5,0.05,poly,0,1,0.6632653061224489
1302,0.5,0.05,poly,0,2,0.6632653061224489
1303,0.5,0.05,poly,0,3,0.6632653061224489
1304,0.5,0.05,poly,1,0,0.7346938775510204
1305,0.5,0.05,poly,1,1,0.7346938775510204
1306,0.5,0.05,poly,1,2,0.7346938775510204
1307,0.5,0.05,poly,1,3,0.7346938775510204
1308,0.5,0.05,poly,2,0,0.7653061224489796
1309,0.5,0.05,poly,2,1,0.7755102040816326
1310,0.5,0.05,poly,2,2,0.7755102040816326
1311,0.5,0.05,poly,2,3,0.7755102040816326
1312,0.5,0.05,poly,3,0,0.7653061224489796
1313,0.5,0.05,poly,3,1,0.8061224489795918
1314,0.5,0.05,poly,3,2,0.8061224489795918
1315,0.5,0.05,poly,3,3,0.8061224489795918
1316,0.5,0.05,poly,4,0,0.7551020408163265
1317,0.5,0.05,poly,4,1,0.7755102040816326
1318,0.5,0.05,poly,4,2,0.8163265306122449
1319,0.5,0.05,poly,4,3,0.8367346938775511
1320,0.5,0.05,rbf,0,0,0.7857142857142857
1321,0.5,0.05,rbf,0,1,0.7857142857142857
1322,0.5,0.05,rbf,0,2,0.7857142857142857
1323,0.5,0.05,rbf,0,3,0.7857142857142857
1324,0.5,0.05,rbf,1,0,0.7857142857142857
1325,0.5,0.05,rbf,1,1,0.7857142857142857
1326,0.5,0.05,rbf,1,2,0.7857142857142857
1327,0.5,0.05,rbf,1,3,0.7857142857142857
1328,0.5,0.05,rbf,2,0,0.7857142857142857
1329,0.5,0.05,rbf,2,1,0.7857142857142857
1330,0.5,0.05,rbf,2,2,0.7857142857142857
1331,0.5,0.05,rbf,2,3,0.7857142857142857
1332,0.5,0.05,rbf,3,0,0.7857142857142857
1333,0.5,0.05,rbf,3,1,0.7857142857142857
1334,0.5,0.05,rbf,3,2,0.7857142857142857
1335,0.5,0.05,rbf,3,3,0.7857142857142857
1336,0.5,0.05,rbf,4,0,0.7857142857142857
1337,0.5,0.05,rbf,4,1,0.7857142857142857
1338,0.5,0.05,rbf,4,2,0.7857142857142857
1339,0.5,0.05,rbf,4,3,0.7857142857142857
1340,0.5,0.05,sigmoid,0,0,0.6632653061224489
1341,0.5,0.05,sigmoid,0,1,0.6632653061224489
1342,0.5,0.05,sigmoid,0,2,0.6632653061224489
1343,0.5,0.05,sigmoid,0,3,0.6632653061224489
1344,0.5,0.05,sigmoid,1,0,0.6632653061224489
1345,0.5,0.05,sigmoid,1,1,0.6632653061224489
1346,0.5,0.05,sigmoid,1,2,0.6632653061224489
1347,0.5,0.05,sigmoid,1,3,0.6632653061224489
1348,0.5,0.05,sigmoid,2,0,0.6632653061224489
1349,0.5,0.05,sigmoid,2,1,0.6632653061224489
1350,0.5,0.05,sigmoid,2,2,0.6632653061224489
1351,0.5,0.05,sigmoid,2,3,0.6632653061224489
1352,0.5,0.05,sigmoid,3,0,0.6632653061224489
1353,0.5,0.05,sigmoid,3,1,0.6632653061224489
1354,0.5,0.05,sigmoid,3,2,0.6632653061224489
1355,0.5,0.05,sigmoid,3,3,0.6632653061224489
1356,0.5,0.05,sigmoid,4,0,0.6632653061224489
1357,0.5,0.05,sigmoid,4,1,0.6632653061224489
1358,0.5,0.05,sigmoid,4,2,0.6632653061224489
1359,0.5,0.05,sigmoid,4,3,0.6632653061224489
1360,0.5,0.1,linear,0,0,0.7244897959183674
1361,0.5,0.1,linear,0,1,0.7244897959183674
1362,0.5,0.1,linear,0,2,0.7244897959183674
1363,0.5,0.1,linear,0,3,0.7244897959183674
1364,0.5,0.1,linear,1,0,0.7244897959183674
1365,0.5,0.1,linear,1,1,0.7244897959183674
1366,0.5,0.1,linear,1,2,0.7244897959183674
1367,0.5,0.1,linear,1,3,0.7244897959183674
1368,0.5,0.1,linear,2,0,0.7244897959183674
1369,0.5,0.1,linear,2,1,0.7244897959183674
1370,0.5,0.1,linear,2,2,0.7244897959183674
1371,0.5,0.1,linear,2,3,0.7244897959183674
1372,0.5,0.1,linear,3,0,0.7244897959183674
1373,0.5,0.1,linear,3,1,0.7244897959183674
1374,0.5,0.1,linear,3,2,0.7244897959183674
1375,0.5,0.1,linear,3,3,0.7244897959183674
1376,0.5,0.1,linear,4,0,0.7244897959183674
1377,0.5,0.1,linear,4,1,0.7244897959183674
1378,0.5,0.1,linear,4,2,0.7244897959183674
1379,0.5,0.1,linear,4,3,0.7244897959183674
1380,0.5,0.1,poly,0,0,0.6632653061224489
1381,0.5,0.1,poly,0,1,0.6632653061224489
1382,0.5,0.1,poly,0,2,0.6632653061224489
1383,0.5,0.1,poly,0,3,0.6632653061224489
1384,0.5,0.1,poly,1,0,0.7346938775510204
1385,0.5,0.1,poly,1,1,0.7346938775510204
1386,0.5,0.1,poly,1,2,0.7346938775510204
1387,0.5,0.1,poly,1,3,0.7346938775510204
1388,0.5,0.1,poly,2,0,0.7653061224489796
1389,0.5,0.1,poly,2,1,0.7755102040816326
1390,0.5,0.1,poly,2,2,0.7755102040816326
1391,0.5,0.1,poly,2,3,0.7857142857142857
1392,0.5,0.1,poly,3,0,0.7653061224489796
1393,0.5,0.1,poly,3,1,0.8061224489795918
1394,0.5,0.1,poly,3,2,0.8061224489795918
1395,0.5,0.1,poly,3,3,0.7959183673469388
1396,0.5,0.1,poly,4,0,0.7653061224489796
1397,0.5,0.1,poly,4,1,0.7653061224489796
1398,0.5,0.1,poly,4,2,0.8163265306122449
1399,0.5,0.1,poly,4,3,0.8163265306122449
1400,0.5,0.1,rbf,0,0,0.7959183673469388
1401,0.5,0.1,rbf,0,1,0.7959183673469388
1402,0.5,0.1,rbf,0,2,0.7959183673469388
1403,0.5,0.1,rbf,0,3,0.7959183673469388
1404,0.5,0.1,rbf,1,0,0.7959183673469388
1405,0.5,0.1,rbf,1,1,0.7959183673469388
1406,0.5,0.1,rbf,1,2,0.7959183673469388
1407,0.5,0.1,rbf,1,3,0.7959183673469388
1408,0.5,0.1,rbf,2,0,0.7959183673469388
1409,0.5,0.1,rbf,2,1,0.7959183673469388
1410,0.5,0.1,rbf,2,2,0.7959183673469388
1411,0.5,0.1,rbf,2,3,0.7959183673469388
1412,0.5,0.1,rbf,3,0,0.7959183673469388
1413,0.5,0.1,rbf,3,1,0.7959183673469388
1414,0.5,0.1,rbf,3,2,0.7959183673469388
1415,0.5,0.1,rbf,3,3,0.7959183673469388
1416,0.5,0.1,rbf,4,0,0.7959183673469388
1417,0.5,0.1,rbf,4,1,0.7959183673469388
1418,0.5,0.1,rbf,4,2,0.7959183673469388
1419,0.5,0.1,rbf,4,3,0.7959183673469388
1420,0.5,0.1,sigmoid,0,0,0.6632653061224489
1421,0.5,0.1,sigmoid,0,1,0.6632653061224489
1422,0.5,0.1,sigmoid,0,2,0.6632653061224489
1423,0.5,0.1,sigmoid,0,3,0.6632653061224489
1424,0.5,0.1,sigmoid,1,0,0.6632653061224489
1425,0.5,0.1,sigmoid,1,1,0.6632653061224489
1426,0.5,0.1,sigmoid,1,2,0.6632653061224489
1427,0.5,0.1,sigmoid,1,3,0.6632653061224489
1428,0.5,0.1,sigmoid,2,0,0.6632653061224489
1429,0.5,0.1,sigmoid,2,1,0.6632653061224489
1430,0.5,0.1,sigmoid,2,2,0.6632653061224489
1431,0.5,0.1,sigmoid,2,3,0.6632653061224489
1432,0.5,0.1,sigmoid,3,0,0.6632653061224489
1433,0.5,0.1,sigmoid,3,1,0.6632653061224489
1434,0.5,0.1,sigmoid,3,2,0.6632653061224489
1435,0.5,0.1,sigmoid,3,3,0.6632653061224489
1436,0.5,0.1,sigmoid,4,0,0.6632653061224489
1437,0.5,0.1,sigmoid,4,1,0.6632653061224489
1438,0.5,0.1,sigmoid,4,2,0.6632653061224489
1439,0.5,0.1,sigmoid,4,3,0.6632653061224489
1440,0.5,0.5,linear,0,0,0.7346938775510204
1441,0.5,0.5,linear,0,1,0.7346938775510204
1442,0.5,0.5,linear,0,2,0.7346938775510204
1443,0.5,0.5,linear,0,3,0.7346938775510204
1444,0.5,0.5,linear,1,0,0.7346938775510204
1445,0.5,0.5,linear,1,1,0.7346938775510204
1446,0.5,0.5,linear,1,2,0.7346938775510204
1447,0.5,0.5,linear,1,3,0.7346938775510204
1448,0.5,0.5,linear,2,0,0.7346938775510204
1449,0.5,0.5,linear,2,1,0.7346938775510204
1450,0.5,0.5,linear,2,2,0.7346938775510204
1451,0.5,0.5,linear,2,3,0.7346938775510204
1452,0.5,0.5,linear,3,0,0.7346938775510204
1453,0.5,0.5,linear,3,1,0.7346938775510204
1454,0.5,0.5,linear,3,2,0.7346938775510204
1455,0.5,0.5,linear,3,3,0.7346938775510204
1456,0.5,0.5,linear,4,0,0.7346938775510204
1457,0.5,0.5,linear,4,1,0.7346938775510204
1458,0.5,0.5,linear,4,2,0.7346938775510204
1459,0.5,0.5,linear,4,3,0.7346938775510204
1460,0.5,0.5,poly,0,0,0.6632653061224489
1461,0.5,0.5,poly,0,1,0.6632653061224489
1462,0.5,0.5,poly,0,2,0.6632653061224489
1463,0.5,0.5,poly,0,3,0.6632653061224489
1464,0.5,0.5,poly,1,0,0.7346938775510204
1465,0.5,0.5,poly,1,1,0.7346938775510204
1466,0.5,0.5,poly,1,2,0.7346938775510204
1467,0.5,0.5,poly,1,3,0.7346938775510204
1468,0.5,0.5,poly,2,0,0.7755102040816326
1469,0.5,0.5,poly,2,1,0.7959183673469388
1470,0.5,0.5,poly,2,2,0.7959183673469388
1471,0.5,0.5,poly,2,3,0.7857142857142857
1472,0.5,0.5,poly,3,0,0.7653061224489796
1473,0.5,0.5,poly,3,1,0.7959183673469388
1474,0.5,0.5,poly,3,2,0.826530612244898
1475,0.5,0.5,poly,3,3,0.8469387755102041
1476,0.5,0.5,poly,4,0,0.7551020408163265
1477,0.5,0.5,poly,4,1,0.7959183673469388
1478,0.5,0.5,poly,4,2,0.8469387755102041
1479,0.5,0.5,poly,4,3,0.826530612244898
1480,0.5,0.5,rbf,0,0,0.8061224489795918
1481,0.5,0.5,rbf,0,1,0.8061224489795918
1482,0.5,0.5,rbf,0,2,0.8061224489795918
1483,0.5,0.5,rbf,0,3,0.8061224489795918
1484,0.5,0.5,rbf,1,0,0.8061224489795918
1485,0.5,0.5,rbf,1,1,0.8061224489795918
1486,0.5,0.5,rbf,1,2,0.8061224489795918
1487,0.5,0.5,rbf,1,3,0.8061224489795918
1488,0.5,0.5,rbf,2,0,0.8061224489795918
1489,0.5,0.5,rbf,2,1,0.8061224489795918
1490,0.5,0.5,rbf,2,2,0.8061224489795918
1491,0.5,0.5,rbf,2,3,0.8061224489795918
1492,0.5,0.5,rbf,3,0,0.8061224489795918
1493,0.5,0.5,rbf,3,1,0.8061224489795918
1494,0.5,0.5,rbf,3,2,0.8061224489795918
1495,0.5,0.5,rbf,3,3,0.8061224489795918
1496,0.5,0.5,rbf,4,0,0.8061224489795918
1497,0.5,0.5,rbf,4,1,0.8061224489795918
1498,0.5,0.5,rbf,4,2,0.8061224489795918
1499,0.5,0.5,rbf,4,3,0.8061224489795918
1500,0.5,0.5,sigmoid,0,0,0.6632653061224489
1501,0.5,0.5,sigmoid,0,1,0.6632653061224489
1502,0.5,0.5,sigmoid,0,2,0.6632653061224489
1503,0.5,0.5,sigmoid,0,3,0.6632653061224489
1504,0.5,0.5,sigmoid,1,0,0.6632653061224489
1505,0.5,0.5,sigmoid,1,1,0.6632653061224489
1506,0.5,0.5,sigmoid,1,2,0.6632653061224489
1507,0.5,0.5,sigmoid,1,3,0.6632653061224489
1508,0.5,0.5,sigmoid,2,0,0.6632653061224489
1509,0.5,0.5,sigmoid,2,1,0.6632653061224489
1510,0.5,0.5,sigmoid,2,2,0.6632653061224489
1511,0.5,0.5,sigmoid,2,3,0.6632653061224489
1512,0.5,0.5,sigmoid,3,0,0.6632653061224489
1513,0.5,0.5,sigmoid,3,1,0.6632653061224489
1514,0.5,0.5,sigmoid,3,2,0.6632653061224489
1515,0.5,0.5,sigmoid,3,3,0.6632653061224489
1516,0.5,0.5,sigmoid,4,0,0.6632653061224489
1517,0.5,0.5,sigmoid,4,1,0.6632653061224489
1518,0.5,0.5,sigmoid,4,2,0.6632653061224489
1519,0.5,0.5,sigmoid,4,3,0.6632653061224489
1520,0.5,1.0,linear,0,0,0.6938775510204082
1521,0.5,1.0,linear,0,1,0.6938775510204082
1522,0.5,1.0,linear,0,2,0.6938775510204082
1523,0.5,1.0,linear,0,3,0.6938775510204082
1524,0.5,1.0,linear,1,0,0.6938775510204082
1525,0.5,1.0,linear,1,1,0.6938775510204082
1526,0.5,1.0,linear,1,2,0.6938775510204082
1527,0.5,1.0,linear,1,3,0.6938775510204082
1528,0.5,1.0,linear,2,0,0.6938775510204082
1529,0.5,1.0,linear,2,1,0.6938775510204082
1530,0.5,1.0,linear,2,2,0.6938775510204082
1531,0.5,1.0,linear,2,3,0.6938775510204082
